Crash_Year,Crash_Month,County,Crash_Type,Crash_Drug_Use,Crash_Drinking,Crash_Hit_and_Run,Speed_Limit_at_Crash_Site,Total_Motor_Vehicles,Crash
2014,February,Allegan,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,February,Barry,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Bay,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,3,0
2014,February,Benzie,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Branch,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2014,February,Calhoun,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,50,1,0
2014,February,Eaton,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Genesee,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2014,February,Genesee,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2014,February,Gratiot,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Hillsdale,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Houghton,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2014,February,Ingham,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2014,February,Isabella,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,February,Isabella,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,February,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Kent,Other/Unknown,No Drugs Involved,Drinking Involved,Hit-and-Run,55,2,0
2014,February,Lapeer,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,February,Livingston,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Livingston,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,1,0
2014,February,Livingston,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,February,Livingston,Rear-End,Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2014,February,Macomb,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2014,February,Macomb,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,February,Macomb,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Hit-and-Run,40,1,0
2014,February,Macomb,Angle,Drugs Involved,Drinking Involved,Not Hit-and-Run,50,2,0
2014,February,Mason,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Midland,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2014,February,Missaukee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Montcalm,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2014,February,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2014,February,Oakland,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,5,0
2014,February,Ogemaw,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Ontonagon,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,February,Osceola,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Ottawa,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Ottawa,Sideswipe - Opposite Directions,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Roscommon,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,St. Joseph,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2014,February,Shiawassee,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2014,February,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2014,February,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,February,Washtenaw,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,4,0
2014,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,1,1
2014,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,1
2014,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,February,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2014,February,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,February,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,25,1,0
2014,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,30,1,0
2014,February,Wayne,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,February,Wayne,Other/Unknown,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Barry,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Bay,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,25,1,0
2014,March,Berrien,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Berrien,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,March,Branch,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,60,1,0
2014,March,Clinton,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,1
2014,March,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Genesee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Genesee,Rear-End,No Drugs Involved,Drinking Involved,Hit-and-Run,35,2,0
2014,March,Gladwin,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Isabella,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2014,March,Jackson,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,March,Kalamazoo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2014,March,Kalamazoo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,March,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2014,March,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,0
2014,March,Kent,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,March,Kent,Sideswipe - Same Direction,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2014,March,Livingston,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Hit-and-Run,40,1,0
2014,March,Livingston,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Macomb,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,50,1,0
2014,March,Monroe,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Montcalm,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Montcalm,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Montcalm,Sideswipe - Opposite Directions,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Montcalm,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Newaygo,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2014,March,Oakland,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,March,Oakland,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,50,1,0
2014,March,St. Joseph,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,March,Van Buren,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Washtenaw,Other/Unknown,No Drugs Involved,Drinking Involved,Not Hit-and-Run,25,2,0
2014,March,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,1,0
2014,March,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,1,0
2014,March,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,March,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,March,Wayne,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2014,March,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,30,1,1
2014,March,Wayne,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,40,1,0
2014,March,Wexford,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Allegan,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2014,April,Alpena,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,April,Barry,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Bay,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Bay,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,April,Bay,Other/Unknown,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,April,Berrien,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Branch,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Hit-and-Run,55,1,0
2014,April,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,1,0
2014,April,Clinton,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,April,Eaton,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Gladwin,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Grand Traverse,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Ingham,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,2,0
2014,April,Jackson,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Jackson,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,3,0
2014,April,Kalamazoo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Kalamazoo,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,6,0
2014,April,Kalkaska,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,April,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,1
2014,April,Kent,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2014,April,Kent,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2014,April,Kent,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2014,April,Kent,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Livingston,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Livingston,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2014,April,Macomb,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2014,April,Monroe,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,April,Monroe,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,4,0
2014,April,Monroe,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Montmorency,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Muskegon,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2014,April,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,1,0
2014,April,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2014,April,Oakland,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,April,Oakland,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,15,1,0
2014,April,Oakland,Head-On - Left Turn,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,2,0
2014,April,Oceana,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,St. Clair,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,St. Joseph,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2014,April,St. Joseph,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Sanilac,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Tuscola,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Van Buren,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2014,April,Van Buren,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Van Buren,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2014,April,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2014,April,Washtenaw,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2014,April,Washtenaw,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,15,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,1
2014,April,Wayne,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,2,0
2014,April,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2014,April,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2014,April,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,25,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,30,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2014,April,Wayne,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2014,April,Wayne,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,30,3,0
2015,January,Antrim,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Baraga,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Berrien,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2015,January,Branch,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Cass,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Cass,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2015,January,Delta,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2015,January,Eaton,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2015,January,Genesee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2015,January,Grand Traverse,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Gratiot,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2015,January,Gratiot,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Kalamazoo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2015,January,Kalamazoo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Kalamazoo,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Kalamazoo,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,58,0
2015,January,Kalkaska,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,1
2015,January,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2015,January,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2015,January,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,1
2015,January,Kent,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Kent,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2015,January,Livingston,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2015,January,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2015,January,Macomb,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2015,January,Montcalm,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,January,Muskegon,Sideswipe - Opposite Directions,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Muskegon,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,0
2015,January,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2015,January,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2015,January,Oakland,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2015,January,Oakland,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2015,January,Oakland,Rear-End,No Drugs Involved,Drinking Involved,Hit-and-Run,45,2,0
2015,January,Oceana,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Presque Isle,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Saginaw,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2015,January,Sanilac,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Shiawassee,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Van Buren,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,January,Van Buren,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2015,January,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2015,January,Washtenaw,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,4,0
2015,January,Washtenaw,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,2,0
2015,January,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2015,January,Wayne,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2015,January,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,1
2015,January,Wayne,Other/Unknown,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2015,January,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,30,1,0
2015,January,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,0
2015,January,Wayne,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2015,January,Wayne,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2015,January,Wayne,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,30,2,0
2015,January,Wayne,Other/Unknown,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,2,0
2015,January,Wayne,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,30,1,0
2015,January,Wexford,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Allegan,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,1,0
2015,February,Allegan,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,1
2015,February,Allegan,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Bay,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Berrien,Head-On - Left Turn,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Calhoun,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Calhoun,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,25,2,0
2015,February,Cass,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2015,February,Eaton,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Grand Traverse,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,February,Grand Traverse,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Ingham,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,70,4,0
2015,February,Jackson,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2015,February,Kalkaska,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,February,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2015,February,Kent,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,3,0
2015,February,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2015,February,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2015,February,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2015,February,Macomb,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,2,0
2015,February,Macomb,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,70,1,0
2015,February,Mecosta,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2015,February,Missaukee,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2015,February,Oakland,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2015,February,Saginaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
